Order Id, Order Ref, Fulfilment Id, Status, CreatedOn
1264924,3002046633,1935308,Recolectado,2021-03-30T03:41:12.709Z,
1264920,1002046782,1935303,Recolectado,2021-03-30T03:37:17.124Z,
1264918,1002046780,1935301,Recolectado,2021-03-30T03:36:08.050Z,
1264891,2002046745,1935273,Recolectado,2021-03-30T03:09:52.909Z,
1264867,1002046601,1935245,Recolectado,2021-03-30T02:52:41.273Z,
1264863,1002046720,1935241,Recolectado,2021-03-30T02:47:11.763Z,
1264857,1002046593,1935235,Recolectado,2021-03-30T02:45:08.453Z,
1264853,1002046714,1935230,Recolectado,2021-03-30T02:41:49.857Z,
1264839,3002046692,1935216,Recolectado,2021-03-30T02:24:19.603Z,
1264822,1002046586,1935199,Recolectado,2021-03-30T02:13:51.845Z,
1264740,1002046546,1935095,Recolectado,2021-03-30T00:51:39.317Z,
1264650,1002046397,1934979,Recolectado,2021-03-29T23:43:29.044Z,
1264642,3002046308,1934968,Recolectado,2021-03-29T23:39:50.114Z,
1264587,3002046339,1934901,Recolectado,2021-03-29T22:57:46.985Z,
1264584,3002046255,1934895,Recolectado,2021-03-29T22:56:11.756Z,
1264529,1002046101,1934834,Recolectado,2021-03-29T21:54:48.906Z,
1264510,2002046184,1934812,Recolectado,2021-03-29T21:37:05.151Z,
1264497,1002046088,1934799,Recolectado,2021-03-29T21:27:56.765Z,
1264465,3002046031,1934758,Recolectado,2021-03-29T21:00:16.639Z,
1264458,1002046011,1934751,Recolectado,2021-03-29T21:00:05.410Z,
1264427,1002045989,1934719,Recolectado,2021-03-29T20:34:26.715Z,
1264400,1002045968,1934684,Recolectado,2021-03-29T20:10:45.346Z,
1264368,1002045937,1934646,Recolectado,2021-03-29T19:48:52.364Z,
1264358,3002045921,1934632,Recolectado,2021-03-29T19:44:35.566Z,
1264345,3002045882,1934615,Recolectado,2021-03-29T19:31:07.674Z,
1264337,3002045892,1934608,Recolectado,2021-03-29T19:24:33.384Z,
1264333,1002045886,1934604,Recolectado,2021-03-29T19:21:54.213Z,
1264333,1002045886,1934603,Recolectado,2021-03-29T19:21:52.941Z,
1264323,3002045798,1934588,Recolectado,2021-03-29T19:16:08.644Z,
1264302,1002045793,1934565,Recolectado,2021-03-29T18:59:14.262Z,
1264292,1002045844,1934553,Recolectado,2021-03-29T18:52:03.364Z,
1264279,1002045779,1934537,Recolectado,2021-03-29T18:39:56.898Z,
1264275,1002045723,1934532,Recolectado,2021-03-29T18:37:16.322Z,
1264212,1002045665,1934458,Recolectado,2021-03-29T17:52:10.176Z,
1264209,2002045530,1934455,Recolectado,2021-03-29T17:47:49.326Z,
1264186,2002045519,1934429,Recolectado,2021-03-29T17:28:53.429Z,
1264120,3002045566,1934356,Recolectado,2021-03-29T16:16:13.294Z,
1264115,3002045476,1934350,Recolectado,2021-03-29T16:16:07.571Z,
1264116,3002045478,1934349,Recolectado,2021-03-29T16:16:06.208Z,
1264067,1002045422,1934301,Recolectado,2021-03-29T15:13:59.591Z,
1264040,3002045400,1934267,Recolectado,2021-03-29T13:44:36.208Z,
1264034,1002045440,1934261,Recolectado,2021-03-29T13:30:48.135Z,
1264029,1002045390,1934255,Recolectado,2021-03-29T12:56:27.021Z,
1264008,1002045357,1934232,Recolectado,2021-03-29T08:16:06.475Z,
1264003,1002045350,1934225,Recolectado,2021-03-29T07:42:51.221Z,
1263987,3002045334,1934210,Recolectado,2021-03-29T06:55:59.030Z,
1263982,1002045213,1934204,Recolectado,2021-03-29T06:46:07.651Z,
1263968,1002045190,1934189,Recolectado,2021-03-29T06:15:03.562Z,
1263962,3002045292,1934181,Recolectado,2021-03-29T06:05:47.436Z,
1263928,3002045169,1934146,Recolectado,2021-03-29T05:21:56.046Z,
1263891,3002045099,1934103,Recolectado,2021-03-29T04:46:06.262Z,
1263835,3002045054,1934038,Recolectado,2021-03-29T03:50:31.092Z,
1263759,3002044976,1933949,Recolectado,2021-03-29T02:40:08.500Z,
1263720,1002044835,1933903,Recolectado,2021-03-29T01:57:11.944Z,
1263698,1002044814,1933875,Recolectado,2021-03-29T01:34:38.968Z,
1263627,3002044740,1933794,Recolectado,2021-03-29T00:43:50.562Z,
1263617,1002044608,1933781,Recolectado,2021-03-29T00:38:17.152Z,
1263609,1002044722,1933770,Recolectado,2021-03-29T00:33:49.738Z,
1263605,2002044601,1933767,Recolectado,2021-03-29T00:32:18.562Z,
