Order Id, Fulfilment ID, Fulfilment Status, Created On, SKU Ref, SKU ID, Requested Quantity, Filled Quantity, Rejected Quantity
857387,1372051,CECOM RMA Cerrado,2020-12-01T23:59:58.546Z,39080364,1875278,1,0,1
857387,1372051,CECOM RMA Cerrado,2020-12-01T23:59:58.546Z,37726387,1875277,1,0,1
857386,1372050,Entregado al Cliente,2020-12-01T23:59:48.319Z,40456365,1875276,1,1,0
857386,1372049,Entregado al Cliente,2020-12-01T23:59:46.178Z,41223867,1875275,1,1,0
857385,1372048,Entregado al Cliente,2020-12-01T23:59:21.516Z,41187418,1875274,1,1,0
857384,1372047,Entregado al Cliente,2020-12-01T23:58:35.032Z,41132420,1875273,1,1,0
857383,1372046,Entregado al Cliente,2020-12-01T23:58:15.126Z,41265780,1875272,1,1,0
857382,1372045,Entregado al Cliente,2020-12-01T23:58:06.035Z,41276680,1875271,1,1,0
854742,1372044,CECOM RMA Cerrado,2020-12-01T23:57:09.955Z,38913776,1875270,1,0,1
857381,1372043,Entregado al Cliente,2020-12-01T23:57:06.821Z,38527008,1875269,1,1,0
852317,1372042,Entregado al Cliente,2020-12-01T23:56:25.984Z,40514459,1875268,1,1,0
857380,1372041,Entregado al Cliente,2020-12-01T23:55:43.032Z,36340795,1875267,1,1,0
857380,1372040,Rechazado en Tienda,2020-12-01T23:55:38.595Z,36340795,1875266,1,0,1
857379,1372039,Entregado al Cliente,2020-12-01T23:55:19.088Z,37447212,1875265,1,1,0
857379,1372039,Entregado al Cliente,2020-12-01T23:55:19.088Z,39328256,1875264,1,1,0
857379,1372039,Entregado al Cliente,2020-12-01T23:55:19.088Z,40074832,1875263,1,1,0
857379,1372039,Entregado al Cliente,2020-12-01T23:55:19.088Z,38586352,1875262,1,1,0
857379,1372039,Entregado al Cliente,2020-12-01T23:55:19.088Z,36340795,1875261,1,1,0
857379,1372038,Entregado al Cliente,2020-12-01T23:55:16.080Z,41342551,1875260,1,1,0
857378,1372037,Entregado al Cliente,2020-12-01T23:55:12.003Z,31164353,1875259,1,2,0
857378,1372037,Entregado al Cliente,2020-12-01T23:55:12.003Z,40498234,1875258,1,1,0
857378,1372037,Entregado al Cliente,2020-12-01T23:55:12.003Z,40514973,1875257,1,1,0
857377,1372036,Entregado al Cliente,2020-12-01T23:54:51.575Z,17126558,1875256,1,1,0
857376,1372035,Entregado al Cliente,2020-12-01T23:53:37.535Z,41276680,1875255,1,1,0
850056,1372034,CECOM RMA Cerrado,2020-12-01T23:52:44.221Z,40884744,1875254,2,0,2
856319,1372033,Entregado al Cliente,2020-12-01T23:52:19.286Z,37514124,1875253,1,1,0
857374,1372032,Entregado al Cliente,2020-12-01T23:52:06.240Z,36567443,1875252,2,2,0
857375,1372031,Entregado al Cliente,2020-12-01T23:52:05.793Z,40649757,1875251,1,1,0
857373,1372030,Entregado al Cliente,2020-12-01T23:51:10.897Z,41403892,1875250,1,1,0
856323,1372029,RMA Reintegro de Inventario,2020-12-01T23:50:33.881Z,39328265,1875249,1,0,1
717705,1372028,CECOM RMA Cerrado,2020-12-01T23:49:21.241Z,40511869,1875248,1,0,1
857372,1372027,Entregado al Cliente,2020-12-01T23:49:16.723Z,39279580,1875247,1,1,0
857372,1372027,Entregado al Cliente,2020-12-01T23:49:16.723Z,40551151,1875246,1,1,0
857372,1372026,Entregado al Cliente,2020-12-01T23:49:14.046Z,41219908,1875245,1,1,0
857371,1372025,Entregado al Cliente,2020-12-01T23:48:32.387Z,40595537,1875244,1,1,0
857370,1372024,Entregado al Cliente,2020-12-01T23:47:58.773Z,40903961,1875243,1,1,0
857368,1372023,Entregado al Cliente,2020-12-01T23:47:24.980Z,37818611,1875242,1,1,0
857369,1372022,Entregado al Cliente,2020-12-01T23:47:23.938Z,16134131,1875241,1,1,0
857368,1372021,FULFILLED,2020-12-01T23:47:23.688Z,37818610,1875240,1,1,0
857368,1372021,FULFILLED,2020-12-01T23:47:23.688Z,37818612,1875239,1,1,0
857369,1372020,Entregado al Cliente,2020-12-01T23:47:21.649Z,37730088,1875238,1,1,0
857369,1372020,Entregado al Cliente,2020-12-01T23:47:21.649Z,39605189,1875237,1,1,0
857369,1372020,Entregado al Cliente,2020-12-01T23:47:21.649Z,39162997,1875236,1,2,0
857368,1372019,Entregado al Cliente,2020-12-01T23:47:18.757Z,37766972,1875235,1,0,1
857368,1372019,Entregado al Cliente,2020-12-01T23:47:18.757Z,40159949,1875234,1,1,0
850926,1372018,CECOM RMA Cerrado,2020-12-01T23:47:15.480Z,40831579,1875233,3,0,3
857367,1372017,Entregado al Cliente,2020-12-01T23:46:57.267Z,39625655,1875232,1,1,0
841731,1372016,Entregado al Cliente,2020-12-01T23:46:41.901Z,41011313,1875231,1,1,0
857364,1372015,Rechazado en Tienda,2020-12-01T23:46:12.427Z,39856414,1875230,1,0,1
796712,1372014,CECOM RMA Cerrado,2020-12-01T23:46:09.446Z,39227938,1875229,1,0,1
857364,1372013,ON_HOLD,2020-12-01T23:46:08.653Z,40121289,1875228,1,0,0
857366,1372012,Entregado al Cliente,2020-12-01T23:46:08.356Z,40121289,1875227,1,1,0
857365,1372011,Entregado al Cliente,2020-12-01T23:46:08.169Z,17746759,1875225,1,1,0
857365,1372011,Entregado al Cliente,2020-12-01T23:46:08.169Z,41209411,1875224,1,1,0
857362,1372010,Rechazado en Tienda,2020-12-01T23:46:08.097Z,40121297,1875226,1,0,1
857363,1372009,Entregado al Cliente,2020-12-01T23:46:07.535Z,37449397,1875223,1,1,0
857361,1372008,Entregado al Cliente,2020-12-01T23:46:07.419Z,40626057,1875222,1,1,0
857360,1372007,Entregado al Cliente,2020-12-01T23:46:06.625Z,36464727,1875221,2,2,0
857360,1372007,Entregado al Cliente,2020-12-01T23:46:06.625Z,36464729,1875220,1,1,0
855601,1372006,CECOM RMA Cerrado,2020-12-01T23:45:55.202Z,41049852,1875219,1,0,1
835365,1372005,Entregado al Cliente,2020-12-01T23:45:28.447Z,40931826,1875218,1,1,0
835365,1372005,Entregado al Cliente,2020-12-01T23:45:28.447Z,40933033,1875217,1,0,1
857359,1372004,Entregado al Cliente,2020-12-01T23:45:09.534Z,41276680,1875216,1,1,0
857358,1372003,Entregado al Cliente,2020-12-01T23:44:50.249Z,38929845,1875215,1,1,0
795637,1372002,CECOM RMA Cerrado,2020-12-01T23:44:30.036Z,40289384,1875214,1,0,1
795637,1372002,CECOM RMA Cerrado,2020-12-01T23:44:30.036Z,41202498,1875213,1,0,1
857357,1372001,Entregado al Cliente,2020-12-01T23:44:27.205Z,40807707,1875212,1,1,0
857357,1372001,Entregado al Cliente,2020-12-01T23:44:27.205Z,41262710,1875211,1,1,0
857356,1372000,Entregado al Cliente,2020-12-01T23:44:24.887Z,30586141,1875210,1,1,0
857356,1372000,Entregado al Cliente,2020-12-01T23:44:24.887Z,30586145,1875209,1,1,0
857356,1372000,Entregado al Cliente,2020-12-01T23:44:24.887Z,30586140,1875208,1,1,0
857355,1371999,Entregado al Cliente,2020-12-01T23:44:15.378Z,40283310,1875207,1,1,0
857354,1371998,Entregado al Cliente,2020-12-01T23:43:47.457Z,39930826,1875206,1,1,0
845604,1371997,CECOM RMA Cerrado,2020-12-01T23:43:37.863Z,39603515,1875205,1,0,1
857353,1371996,Entregado al Cliente,2020-12-01T23:43:36.201Z,41290301,1875204,1,1,0
837594,1371995,CECOM RMA Cerrado,2020-12-01T23:43:02.723Z,40003392,1875203,1,0,1
857352,1371994,Entregado al Cliente,2020-12-01T23:42:11.573Z,41132420,1875202,1,1,0
852682,1371993,CECOM RMA Cerrado,2020-12-01T23:41:54.143Z,18876394,1875201,1,0,1
845855,1371992,CECOM RMA Cerrado,2020-12-01T23:41:36.774Z,41244840,1875200,1,0,1
857351,1371991,Cancelado por Validacion,2020-12-01T23:41:31.608Z,31555218,1875199,1,0,1
857350,1371990,Cancelado por Validacion,2020-12-01T23:40:52.364Z,41023397,1875198,1,0,1
838784,1371989,CECOM RMA Cerrado,2020-12-01T23:40:39.094Z,41158816,1875197,1,0,1
857349,1371988,Entregado al Cliente,2020-12-01T23:40:12.181Z,40264081,1875196,1,1,0
835172,1371987,Entregado al Cliente,2020-12-01T23:40:05.366Z,41010897,1875195,1,1,0
850002,1371986,CECOM RMA Cerrado,2020-12-01T23:40:02.785Z,40903488,1875193,1,0,1
857348,1371985,Entregado al Cliente,2020-12-01T23:40:02.615Z,40449963,1875194,8,24,0
855922,1371984,RMA Reintegro de Inventario,2020-12-01T23:38:40.260Z,39053497,1875192,2,0,2
857347,1371983,Entregado al Cliente,2020-12-01T23:38:22.709Z,40967232,1875191,1,1,0
856251,1371982,CECOM RMA Cerrado,2020-12-01T23:38:18.874Z,39547756,1875190,1,0,1
857346,1371981,Entregado al Cliente,2020-12-01T23:38:10.340Z,40716758,1875189,1,1,0
846800,1371980,CECOM RMA Cerrado,2020-12-01T23:38:05.896Z,41010895,1875188,2,0,2
856883,1371979,Entregado al Cliente,2020-12-01T23:37:54.730Z,39328256,1875187,2,2,0
856883,1371978,Entregado al Cliente,2020-12-01T23:37:52.110Z,39328251,1875186,2,2,0
853171,1371977,CECOM RMA Cerrado,2020-12-01T23:37:28.643Z,38578155,1875185,1,0,1
857345,1371976,En Proceso de Surtido,2020-12-01T23:36:34.030Z,41253482,1875184,1,0,0
825818,1371975,Entregado al Cliente,2020-12-01T23:36:30.336Z,40758055,1875183,1,1,0
857344,1371974,Registro CEDIS,2020-12-01T23:36:00.317Z,40423285,1875182,1,0,0
710012,1371973,CECOM RMA Cerrado,2020-12-01T23:35:31.754Z,40666801,1875181,1,0,1
857343,1371972,Entregado al Cliente,2020-12-01T23:35:29.206Z,41220677,1875180,1,1,0
857342,1371971,Entregado al Cliente,2020-12-01T23:35:15.133Z,41247813,1875179,1,1,0
857342,1371970,Entregado al Cliente,2020-12-01T23:35:13.570Z,40344686,1875178,1,1,0
857341,1371969,Entregado al Cliente,2020-12-01T23:34:58.043Z,37174998,1875177,5,5,0
857340,1371968,Entregado al Cliente,2020-12-01T23:34:51.057Z,41132420,1875176,1,1,0
857340,1371968,Entregado al Cliente,2020-12-01T23:34:51.057Z,41134017,1875175,1,1,0
857340,1371968,Entregado al Cliente,2020-12-01T23:34:51.057Z,41276680,1875174,5,5,0
846075,1371967,CECOM RMA Cerrado,2020-12-01T23:34:10.837Z,40352480,1875173,1,0,1
857339,1371966,Entregado al Cliente,2020-12-01T23:33:42.784Z,40559737,1875172,1,1,0
857338,1371965,Entregado al Cliente,2020-12-01T23:32:23.454Z,40268837,1875171,1,1,0
857336,1371964,Entregado al Cliente,2020-12-01T23:32:18.151Z,40518051,1875170,1,1,0
857337,1371963,Registro CEDIS,2020-12-01T23:32:18.030Z,40430346,1875169,1,0,0
857335,1371962,Rechazado en Tienda,2020-12-01T23:32:14.228Z,36340795,1875168,1,0,1
857335,1371961,Rechazado en Tienda,2020-12-01T23:32:13.049Z,36340796,1875167,1,0,1
826222,1371960,CECOM RMA Cerrado,2020-12-01T23:32:08.017Z,41336896,1875166,1,0,1
857334,1371959,Rechazado en Tienda,2020-12-01T23:31:55.297Z,36340795,1875165,2,0,2
826222,1371958,Entregado al Cliente,2020-12-01T23:31:46.549Z,41253786,1875164,1,1,0
857330,1371957,Entregado al Cliente,2020-12-01T23:31:24.852Z,39928438,1875163,1,1,0
857329,1371956,Entregado al Cliente,2020-12-01T23:31:22.318Z,40121292,1875162,2,2,0
857329,1371955,Entregado al Cliente,2020-12-01T23:31:20.545Z,40121292,1875161,1,1,0
857329,1371955,Entregado al Cliente,2020-12-01T23:31:20.545Z,40121297,1875160,1,1,0
857329,1371955,Entregado al Cliente,2020-12-01T23:31:20.545Z,40836497,1875159,1,1,0
857333,1371954,Enviado al Cliente,2020-12-01T23:31:19.480Z,41032810,1875158,1,1,0
857333,1371954,Enviado al Cliente,2020-12-01T23:31:19.480Z,41032809,1875157,1,1,0
857330,1371953,En Proceso de Surtido,2020-12-01T23:31:19.303Z,40941467,1875156,1,0,0
857329,1371952,Entregado al Cliente,2020-12-01T23:31:18.027Z,40121289,1875155,1,1,0
857332,1371951,Entregado al Cliente,2020-12-01T23:31:17.000Z,41298482,1875152,1,1,0
857333,1371950,Entregado al Cliente,2020-12-01T23:31:16.968Z,38138058,1875154,1,1,0
857333,1371950,Entregado al Cliente,2020-12-01T23:31:16.968Z,41032807,1875153,1,1,0
857325,1371949,Rechazado en Tienda,2020-12-01T23:31:16.521Z,19564394,1875151,1,0,1
857327,1371948,Entregado al Cliente,2020-12-01T23:31:15.976Z,39317678,1875150,1,1,0
857331,1371947,Enviado al Cliente,2020-12-01T23:31:15.884Z,39306880,1875149,1,1,0
857328,1371946,Entregado al Cliente,2020-12-01T23:31:14.724Z,40121292,1875148,1,1,0
857325,1371945,Entregado al Cliente,2020-12-01T23:31:14.173Z,19564394,1875147,2,2,0
857325,1371945,Entregado al Cliente,2020-12-01T23:31:14.173Z,19564399,1875146,1,1,0
857324,1371944,Entregado al Cliente,2020-12-01T23:31:13.094Z,40158127,1875145,1,1,0
857326,1371943,Entregado al Cliente,2020-12-01T23:31:12.781Z,40518053,1875144,1,1,0
857322,1371942,Enviado al Cliente,2020-12-01T23:31:11.503Z,40121289,1875143,1,1,0
857322,1371942,Enviado al Cliente,2020-12-01T23:31:11.503Z,40121297,1875142,1,1,0
857318,1371941,Entregado al Cliente,2020-12-01T23:31:11.235Z,40121297,1875141,1,1,0
857320,1371940,En Proceso de Surtido,2020-12-01T23:31:10.989Z,40854940,1875140,1,0,0
857323,1371939,Entregado al Cliente,2020-12-01T23:31:10.987Z,40518053,1875137,1,2,0
857321,1371938,Entregado al Cliente,2020-12-01T23:31:09.805Z,40121289,1875139,1,1,0
857321,1371938,Entregado al Cliente,2020-12-01T23:31:09.805Z,40121297,1875138,1,1,0
857318,1371937,Entregado al Cliente,2020-12-01T23:31:09.491Z,40121296,1875136,1,1,0
857318,1371937,Entregado al Cliente,2020-12-01T23:31:09.491Z,40121289,1875135,1,1,0
857319,1371936,Entregado al Cliente,2020-12-01T23:31:09.204Z,40121289,1875134,2,2,0
857319,1371936,Entregado al Cliente,2020-12-01T23:31:09.204Z,40121297,1875133,1,1,0
857317,1371935,Entregado al Cliente,2020-12-01T23:31:08.281Z,40098537,1875132,1,1,0
857317,1371934,Enviado al Cliente,2020-12-01T23:31:04.804Z,36311471,1875131,1,1,0
857316,1371933,Entregado al Cliente,2020-12-01T23:30:03.496Z,39176628,1875130,1,1,0
855601,1371932,CECOM RMA Cerrado,2020-12-01T23:29:30.837Z,41180799,1875129,1,0,1
857315,1371931,Enviado al Cliente,2020-12-01T23:29:12.573Z,39468841,1875128,1,1,0
857314,1371930,En Proceso de Surtido,2020-12-01T23:29:11.182Z,41368640,1875127,1,0,0
854407,1371929,CECOM RMA Cerrado,2020-12-01T23:28:57.638Z,41052085,1875126,1,0,1
857313,1371928,Entregado al Cliente,2020-12-01T23:28:32.193Z,40746631,1875125,1,1,0
855719,1371927,CECOM RMA Cerrado,2020-12-01T23:27:45.966Z,41180799,1875124,1,0,1
857312,1371926,Entregado al Cliente,2020-12-01T23:26:18.784Z,41132420,1875123,1,1,0
857312,1371926,Entregado al Cliente,2020-12-01T23:26:18.784Z,41134017,1875122,1,1,0
857312,1371926,Entregado al Cliente,2020-12-01T23:26:18.784Z,41276680,1875121,2,2,0
857311,1371925,RMA Reintegro de Inventario,2020-12-01T23:25:17.614Z,40542745,1875120,1,0,1
857310,1371924,Entregado al Cliente,2020-12-01T23:25:07.475Z,10946453,1875119,1,1,0
857309,1371923,Cancelado por Validacion,2020-12-01T23:24:57.210Z,38638087,1875118,1,0,1
857308,1371922,Entregado al Cliente,2020-12-01T23:24:24.829Z,39549103,1875117,1,1,0
857308,1371922,Entregado al Cliente,2020-12-01T23:24:24.829Z,19294260,1875116,1,1,0
857307,1371921,Entregado al Cliente,2020-12-01T23:24:09.091Z,39943070,1875115,1,1,0
857306,1371920,Registro CEDIS,2020-12-01T23:23:24.268Z,40986448,1875114,1,0,0
857305,1371919,Entregado al Cliente,2020-12-01T23:23:05.428Z,41212317,1875113,1,1,0
857304,1371918,Entregado al Cliente,2020-12-01T23:22:58.935Z,39961562,1875112,1,1,0
857303,1371917,Entregado al Cliente,2020-12-01T23:22:49.503Z,41293764,1875111,1,1,0
857301,1371916,Rechazado en Tienda,2020-12-01T23:22:28.551Z,41023639,1875110,1,0,1
857302,1371915,ON_HOLD,2020-12-01T23:22:27.214Z,37967153,1875109,1,0,0
850687,1371914,Enviado al Cliente,2020-12-01T23:22:09.689Z,39279560,1875108,1,1,0
857300,1371913,Entregado al Cliente,2020-12-01T23:21:53.938Z,40121297,1875107,1,1,0
857300,1371913,Entregado al Cliente,2020-12-01T23:21:53.938Z,40121289,1875106,1,1,0
857299,1371912,Entregado al Cliente,2020-12-01T23:21:35.635Z,40044132,1875105,1,1,0
857298,1371911,Entregado al Cliente,2020-12-01T23:19:37.859Z,41148775,1875104,1,1,0
857297,1371910,Entregado al Cliente,2020-12-01T23:19:29.403Z,41318455,1875103,1,1,0
834872,1371909,CECOM RMA Cerrado,2020-12-01T23:18:59.600Z,36842551,1875102,1,0,1
834872,1371909,CECOM RMA Cerrado,2020-12-01T23:18:59.600Z,36842552,1875101,1,0,1
857296,1371908,Enviado al Cliente,2020-12-01T23:18:54.675Z,40263372,1875100,1,1,0
857295,1371907,Entregado al Cliente,2020-12-01T23:18:18.901Z,40749264,1875099,1,1,0
857294,1371906,Enviado al Cliente,2020-12-01T23:17:53.805Z,41250805,1875098,1,1,0
857293,1371905,Entregado al Cliente,2020-12-01T23:17:11.164Z,41220677,1875097,2,2,0
857292,1371904,SGE RMA Cerrado,2020-12-01T23:17:05.392Z,41198758,1875096,1,0,1
857289,1371903,Entregado al Cliente,2020-12-01T23:16:20.854Z,40646706,1875095,2,2,0
857291,1371902,Entregado al Cliente,2020-12-01T23:16:18.964Z,40344723,1875094,1,1,0
857289,1371901,Entregado al Cliente,2020-12-01T23:16:18.352Z,41170432,1875093,1,1,0
857289,1371901,Entregado al Cliente,2020-12-01T23:16:18.352Z,41170435,1875092,1,1,0
857289,1371901,Entregado al Cliente,2020-12-01T23:16:18.352Z,41170442,1875091,1,1,0
857289,1371901,Entregado al Cliente,2020-12-01T23:16:18.352Z,40885309,1875090,1,1,0
857289,1371901,Entregado al Cliente,2020-12-01T23:16:18.352Z,40844506,1875089,1,1,0
857289,1371900,Entregado al Cliente,2020-12-01T23:16:14.684Z,37630432,1875088,1,1,0
857289,1371900,Entregado al Cliente,2020-12-01T23:16:14.684Z,37955427,1875087,2,2,0
857289,1371900,Entregado al Cliente,2020-12-01T23:16:14.684Z,40540450,1875086,1,1,0
857289,1371900,Entregado al Cliente,2020-12-01T23:16:14.684Z,41170436,1875085,1,1,0
857289,1371900,Entregado al Cliente,2020-12-01T23:16:14.684Z,41170445,1875084,1,1,0
857290,1371899,Enviado al Cliente,2020-12-01T23:16:14.629Z,40121292,1875083,2,2,0
857287,1371898,Entregado al Cliente,2020-12-01T23:16:14.231Z,41173483,1875082,1,1,0
857290,1371897,Entregado al Cliente,2020-12-01T23:16:13.130Z,40121297,1875081,1,1,0
857290,1371897,Entregado al Cliente,2020-12-01T23:16:13.130Z,40121296,1875080,2,2,0
857290,1371897,Entregado al Cliente,2020-12-01T23:16:13.130Z,40121289,1875079,2,2,0
857288,1371896,Entregado al Cliente,2020-12-01T23:16:12.756Z,40840719,1875078,1,1,0
857286,1371895,Entregado al Cliente,2020-12-01T23:16:08.942Z,41212563,1875077,1,1,0
857285,1371894,Enviado al Cliente,2020-12-01T23:15:18.912Z,40135151,1875076,1,1,0
857285,1371893,Entregado al Cliente,2020-12-01T23:15:14.391Z,37169984,1875075,1,1,0
857285,1371893,Entregado al Cliente,2020-12-01T23:15:14.391Z,41154890,1875074,1,1,0
857284,1371892,Entregado al Cliente,2020-12-01T23:13:43.950Z,40121292,1875073,2,2,0
857284,1371891,Entregado al Cliente,2020-12-01T23:13:42.184Z,40121297,1875072,5,5,0
847493,1371890,CECOM RMA Cerrado,2020-12-01T23:12:52.954Z,40552326,1875071,1,0,1
848198,1371889,CECOM RMA Cerrado,2020-12-01T23:12:26.024Z,39695609,1875070,1,0,1
857283,1371888,Entregado al Cliente,2020-12-01T23:12:22.660Z,36606382,1875069,1,1,0
857283,1371888,Entregado al Cliente,2020-12-01T23:12:22.660Z,36311479,1875068,1,1,0
857283,1371888,Entregado al Cliente,2020-12-01T23:12:22.660Z,37169961,1875067,1,1,0
857282,1371887,Entregado al Cliente,2020-12-01T23:11:42.958Z,36453437,1875066,1,1,0
852828,1371886,CECOM RMA Cerrado,2020-12-01T23:10:58.065Z,40211672,1875065,1,0,1
857281,1371885,Entregado al Cliente,2020-12-01T23:10:46.243Z,41374617,1875064,1,1,0
857280,1371884,Entregado al Cliente,2020-12-01T23:10:10.944Z,40472055,1875063,1,1,0
849647,1371883,Entregado al Cliente,2020-12-01T23:09:55.498Z,40749221,1875062,1,1,0
857279,1371882,Entregado al Cliente,2020-12-01T23:09:51.094Z,41282264,1875061,1,1,0
856162,1371881,RMA Reintegro de Inventario,2020-12-01T23:09:25.687Z,40887333,1875060,5,0,5
857278,1371880,Entregado al Cliente,2020-12-01T23:09:17.308Z,41342554,1875059,1,1,0
857277,1371879,Entregado al Cliente,2020-12-01T23:09:14.460Z,41231040,1875058,1,1,0
857276,1371878,Entregado al Cliente,2020-12-01T23:08:50.902Z,41276680,1875057,1,1,0
857275,1371877,Entregado al Cliente,2020-12-01T23:08:46.670Z,41275744,1875056,1,1,0
856341,1371876,RMA Reintegro de Inventario,2020-12-01T23:08:23.557Z,39039505,1875055,1,0,1
857274,1371875,Entregado al Cliente,2020-12-01T23:08:15.494Z,41359558,1875054,1,1,0
854833,1371874,CECOM RMA Cerrado,2020-12-01T23:07:58.185Z,38455369,1875053,2,0,2
854386,1371873,Rechazado en Tienda,2020-12-01T23:07:18.354Z,41295777,1875052,1,0,1
857273,1371872,Entregado al Cliente,2020-12-01T23:07:12.225Z,40121292,1875051,1,1,0
857273,1371871,Entregado al Cliente,2020-12-01T23:07:10.278Z,40121297,1875050,1,1,0
857273,1371871,Entregado al Cliente,2020-12-01T23:07:10.278Z,40121296,1875049,1,1,0
857273,1371871,Entregado al Cliente,2020-12-01T23:07:10.278Z,40121289,1875048,1,1,0
852613,1371870,CECOM RMA Cerrado,2020-12-01T23:06:53.943Z,40353790,1875047,2,0,2
857272,1371869,Enviado al Cliente,2020-12-01T23:06:40.467Z,37903660,1875046,1,1,0
857271,1371868,Entregado al Cliente,2020-12-01T23:06:39.493Z,36311491,1875045,1,1,0
857271,1371867,Entregado al Cliente,2020-12-01T23:06:37.588Z,40098537,1875044,1,1,0
857271,1371867,Entregado al Cliente,2020-12-01T23:06:37.588Z,36311501,1875043,1,1,0
857270,1371866,Cancelado por Validacion,2020-12-01T23:06:31.920Z,41445674,1875042,1,0,1
857269,1371865,Entregado al Cliente,2020-12-01T23:06:22.131Z,41097919,1875041,1,1,0
857269,1371864,Entregado al Cliente,2020-12-01T23:06:19.154Z,41097898,1875040,1,1,0
857269,1371864,Entregado al Cliente,2020-12-01T23:06:19.154Z,41098002,1875039,1,1,0
856813,1371863,RMA Reintegro de Inventario,2020-12-01T23:06:12.119Z,39039505,1875038,4,0,4
857268,1371862,Entregado al Cliente,2020-12-01T23:06:02.026Z,38991680,1875037,1,1,0
857267,1371861,Entregado al Cliente,2020-12-01T23:05:50.909Z,40304243,1875036,1,1,0
857266,1371860,Entregado al Cliente,2020-12-01T23:05:42.431Z,41276680,1875035,1,1,0
857265,1371859,Rechazado en Tienda,2020-12-01T23:05:29.944Z,36340795,1875034,2,0,2
856646,1371858,RMA Reintegro de Inventario,2020-12-01T23:05:27.203Z,38455369,1875033,2,0,2
853312,1371857,Entregado al Cliente,2020-12-01T23:05:12.844Z,13335371,1875032,2,2,0
857264,1371856,Entregado al Cliente,2020-12-01T23:04:45.976Z,36311442,1875031,1,1,0
857263,1371855,Entregado al Cliente,2020-12-01T23:04:17.145Z,41281967,1875030,1,1,0
852948,1371854,Rechazado en Tienda,2020-12-01T23:03:52.895Z,39112158,1875029,2,0,2
857262,1371853,Entregado al Cliente,2020-12-01T23:02:17.980Z,40044132,1875028,1,1,0
857260,1371852,Entregado al Cliente,2020-12-01T23:02:00.277Z,39777117,1875027,1,1,0
857261,1371851,Entregado al Cliente,2020-12-01T23:01:58.118Z,16670784,1875026,1,1,0
857260,1371850,Entregado al Cliente,2020-12-01T23:01:57.445Z,41372361,1875025,5,5,0
857260,1371849,Entregado al Cliente,2020-12-01T23:01:55.615Z,37479057,1875024,1,1,0
857260,1371849,Entregado al Cliente,2020-12-01T23:01:55.615Z,36231050,1875023,1,1,0
857260,1371849,Entregado al Cliente,2020-12-01T23:01:55.615Z,38740062,1875022,1,1,0
857259,1371848,RMA Reintegro de Inventario,2020-12-01T23:01:16.859Z,41332491,1875021,1,0,1
857255,1371847,Entregado al Cliente,2020-12-01T23:01:15.896Z,19404099,1875020,1,1,0
857256,1371846,Entregado al Cliente,2020-12-01T23:01:14.691Z,40603079,1875019,1,1,0
857251,1371845,Entregado al Cliente,2020-12-01T23:01:13.795Z,41203114,1875018,1,1,0
857258,1371844,Entregado al Cliente,2020-12-01T23:01:13.791Z,41328458,1875017,1,1,0
857254,1371843,Entregado al Cliente,2020-12-01T23:01:13.716Z,40121292,1875016,1,1,0
857253,1371842,Entregado al Cliente,2020-12-01T23:01:12.317Z,40844581,1875015,1,1,0
857254,1371841,Entregado al Cliente,2020-12-01T23:01:12.254Z,40121297,1875014,1,1,0
857254,1371841,Entregado al Cliente,2020-12-01T23:01:12.254Z,40121296,1875013,1,1,0
857256,1371840,Entregado al Cliente,2020-12-01T23:01:12.095Z,41012175,1875012,1,1,0
857256,1371840,Entregado al Cliente,2020-12-01T23:01:12.095Z,41306576,1875011,1,1,0
857257,1371839,Entregado al Cliente,2020-12-01T23:01:11.984Z,41316775,1875010,1,1,0
857252,1371838,Entregado al Cliente,2020-12-01T23:01:10.535Z,40941782,1875009,1,1,0
857251,1371837,Entregado al Cliente,2020-12-01T23:01:09.896Z,40971094,1875008,1,1,0
857250,1371836,Entregado al Cliente,2020-12-01T23:01:07.811Z,40264081,1875007,1,1,0
857249,1371835,Entregado al Cliente,2020-12-01T23:00:37.590Z,41132420,1875006,1,1,0
857249,1371835,Entregado al Cliente,2020-12-01T23:00:37.590Z,41134017,1875005,1,1,0
857249,1371835,Entregado al Cliente,2020-12-01T23:00:37.590Z,41276680,1875004,1,1,0
857248,1371834,Rechazado en Tienda,2020-12-01T23:00:17.868Z,40101361,1875003,1,0,1
855716,1371833,Entregado al Cliente,2020-12-01T23:00:11.053Z,30529490,1875002,1,1,0
857247,1371832,Entregado al Cliente,2020-12-01T22:59:31.359Z,40962061,1875001,1,1,0
857246,1371831,Entregado al Cliente,2020-12-01T22:59:24.724Z,40967232,1875000,1,1,0
857245,1371830,Entregado al Cliente,2020-12-01T22:59:22.111Z,40348997,1874999,1,1,0
857244,1371829,Rechazado en Tienda,2020-12-01T22:58:27.039Z,38245614,1874998,1,0,1
857244,1371828,Entregado al Cliente,2020-12-01T22:58:25.944Z,40121292,1874997,1,1,0
857244,1371827,Entregado al Cliente,2020-12-01T22:58:24.370Z,40121297,1874996,1,1,0
857244,1371827,Entregado al Cliente,2020-12-01T22:58:24.370Z,40121296,1874995,1,1,0
857244,1371827,Entregado al Cliente,2020-12-01T22:58:24.370Z,40121289,1874994,1,1,0
857243,1371826,Entregado al Cliente,2020-12-01T22:58:21.569Z,41134008,1874993,1,1,0
857243,1371826,Entregado al Cliente,2020-12-01T22:58:21.569Z,41132420,1874992,11,11,0
